type,name
Executives,"Elizabeth Barker - IR, KCSA Strategic Communications"
Executives,Dr. Carl Schwartz - CEO
Executives,Bob Myers - CFO
Executives,"Jerry Vardzel - CEO, Helomics Corp"
Executives,Richard Gabriel - Board Member
