type,name
Executives,Iain Ross – Chief Executive Officer
Executives,Graham Robjohns – Chief Financial Officer
Analysts,Jon Chappell – Evercore
Analysts,Michael Webber – Wells Fargo Securities
Analysts,Fotis Giannakoulis – Morgan Stanley
Analysts,Randy Giveans – Jefferies
Analysts,Greg Lewis – BTIG
Analysts,Eric Almeraz – Apis Capital
