type,name
Executives,Rachel Perkins - Investor Relations
Executives,Dave Staples - President and Chief Executive Officer
Executives,Mark Shamber - Chief Financial Officer
Analysts,Chris Mandeville - Jefferies
Analysts,Paul Trussell - Deutsche Bank
Analysts,Mike Otway - Wolfe Research
Analysts,Kelly Bania - BMO Capital
Analysts,Ryan Gilligan - Barclays
Analysts,Chuck Cerankosky - Northcoast Research
