type,name
Executives,Mathieu Lapage - Director Finance and Treasurer
Executives,Sophie Brochu - President and Chief Executive Officer
Executives,Éric Lachance - Senior Vice President and Chief Financial Officer
Analysts,Jeremy Rosenfield - IA Securities
Analysts,Ben Pham - BMO Capital Markets
