company,The Descartes Systems Group Inc
symbol,DSGX
month,5
day,29
year,19
link,"<a class=""dashboard-article-link"" href=""/article/4267184-descartes-systems-group-inc-dsgx-ceo-ed-ryan-q1-2020-results-earnings-call-transcript"" sasource=""earnings-center-transcripts_article"">The Descartes Systems Group Inc (DSGX) CEO Ed Ryan on Q1 2020 Results - Earnings Call Transcript</a>"
