type,name
Executives,Piero Direnzo - Investor Relations
Executives,Pasquale Natuzzi - Chief Executive Officer
Executives,Vittorio Notarpietro - Chief Financial Officer
Executives,"Nazzario Pozzi - Chief Officer, Natuzzi Division"
Executives,"Gianni Tucci - Chief Officer, Softaly Division"
Analysts,Dave Kanen - Kanen Wealth
