type,name
Executives,Rico Back – Chief Executive Officer
Executives,Stuart Simpson – Chief Finance Officer
Analysts,Arthur Truslove – Crédit Suisse
Analysts,Matija Gergolet – Goldman Sachs
Analysts,Alex Paterson – Investec
Analysts,David Kerstens – Jefferies
Analysts,Damian Brewer – RBC
Analysts,Edward Stanford – HSBC
Analysts,Mark McVicar – Barclays
Analysts,Andy Chu – Deutsche Bank
