type,name
Executives,Jimmy Tan - IR
Executives,Cliff Zhang - Chairman and Co-CEO
Executives,Feng Zhang - Co-CEO
Executives,Simon Ho - CFO
Analysts,Alice Li - Crédit Suisse
Analysts,Daphne Poon - Citi
Analysts,Steven Kwok - KBW
Analysts,Anderson Cha - BNP Paribas
Analysts,Jacky Zuo - Deutsche Bank
Analysts,Alex Shea - UBS
Analysts,Michael Prouting - 10K Capital
