company,"Red Robin Gourmet Burgers, Inc."
symbol,RRGB
month,5
day,30
year,19
quarter,Q1
link,"<a class=""dashboard-article-link"" href=""/article/4267457-red-robin-gourmet-burgers-inc-rrgb-ceo-pattye-moore-q1-2019-results-earnings-call-transcript"" sasource=""earnings-center-transcripts_article"">Red Robin Gourmet Burgers, Inc. (RRGB) CEO Pattye Moore on Q1 2019 Results - Earnings Call Transcript</a>"
