type,name
Executives,Fernando Musa – Chief Executive Officer
Executives,"Pedro van Langendonck Teixeira de Freitas – Chief Financial Officer, Investor Relations Officer"
Executives,Edison Terra Filho – Head of the Polyolefins South America and Europe Unit
Analysts,Vinicius Tsubone – HSBC
Analysts,Andre Saleme Hachem – Itaú
Analysts,Pedro Medeiros – Citibank
