company,H & M Hennes & Mauritz AB
symbol,publ
month,6
day,27
year,19
quarter,Q2
link,"<a class=""dashboard-article-link"" href=""/article/4272499-h-and-m-hennes-and-mauritz-ab-publ-hnnmy-ceo-karl-johan-persson-q2-2019-results-earnings-call"" sasource=""earnings-center-transcripts_article"">H &amp; M Hennes &amp; Mauritz AB (publ) (HNNMY) CEO Karl-Johan Persson on Q2 2019 Results - Earnings Call Transcript</a>"
