type,name
Executives,"Zigurds Vitols - President, CEO & Director"
Executives,Darren Urquhart - CFO
Executives,Rasool Mohammad - COO & Director
Analysts,Barry Schwartz - Private Investor
Analysts,Francesco Guzzone - Private Investor
