type,name
Executives,Joseph Wang - Chief Strategy Officer and Head of Investor Relations
Executives,Zheng Wang - Chairman and CEO
Executives,Kerry Shen - CFO
Analysts,Richard Xu - Morgan Stanley
Analysts,John Kay - Morgan Stanley
