type,name
Executives,Kishore Lulla - Executive Chairman and CEO
Executives,"Rishika Lulla - CEO, Eros Digital"
Executives,Prem Parameswaran - Chief Financial Officer
Analysts,Jigar Shah - Maybank Kim Eng
Analysts,Tim Nollen - Macquarie
Analysts,Theodore Cronin - Citi
