company,Henkel AG & Co KgaA
day,8
link,"<a class=""dashboard-article-link"" href=""/article/4222604-henkel-ag-and-co-kgaa-henky-ceo-hans-van-bylen-q3-2018-results-earnings-call-transcript"" sasource=""earnings-center-transcripts_article"">Henkel AG &amp; Co KgaA (HENKY) CEO Hans Van Bylen on Q3 2018 Results - Earnings Call Transcript</a>"
month,11
quarter,Q3
symbol,HENKY
year,18
