type,name
Executives,Hans Van Bylen - Chairman & CEO
Executives,Carsten Knobel - CFO & EVP
Analysts,Christian Faitz - Kepler Cheuvreux
Analysts,Alain Oberhuber - MainFirst Bank
Analysts,Fulvio Cazzol - Goldman Sachs Group
Analysts,Celine Pannuti - JPMorgan Chase & Co.
Analysts,Richard Taylor - Morgan Stanley
Analysts,James Targett - Berenberg
Analysts,Marion Boucheron - Raymond James
Analysts,Guillaume Delmas - Bank of America Merrill Lynch
Analysts,Charles Manso - Societe Generale
