type,name
Executives,Robert Macleod - CEO
Executives,Inger Klemp - CFO
Analysts,Randy Giveans - Jefferies & Company
Analysts,Fotis Giannakoulis - Morgan Stanley
Analysts,Magnus Fyhr - Seaport Global
Analysts,Greg Lewis - BTIG
Analysts,Lukas Daul - ABG
Analysts,Greg Wasikowski - Wells Fargo
