company,The Bank of New York Mellon Corp.
symbol,BK
month,4
day,17
year,19
quarter,Q1
link,"<a class=""dashboard-article-link"" href=""/article/4255002-bank-new-york-mellon-corp-bk-ceo-charles-scharf-q1-2019-results-earnings-call-transcript"" sasource=""earnings-center-transcripts_article"">The Bank of New York Mellon Corp. (BK) CEO Charles Scharf on Q1 2019 Results - Earnings Call Transcript</a>"
