type,name
Executives,Patti McGlasson – General Counsel
Executives,Najeeb Ghauri – Chairman and Chief Executive Officer
Executives,Roger Almond – Chief Financial Officer
Executives,Naeem Ghauri – President-Global Sales
Analysts,Mike Vermut – Newland Capital
