type,name
Executives,Rob Williams - SVP of IR
Executives,Tom Sweet - CFO
Executives,"Jeff Clarke - Vice Chairman, Products and Operations "
Executives,Tyler Johnson - SVP and Treasurer
Analysts,Jeff Harlib - Barclays
Analysts,David Eller - Wells Fargo
Analysts,Frank Jarman - Goldman Sachs
Analysts,David Phipps - Citigroup
Analysts,Shannon Cross - Cross Research
Analysts,Thomas Eagan - JPMorgan
