company,Ituran Location and Control Ltd.
day,8
link,"<a class=""dashboard-article-link"" href=""/article/4224616-ituran-location-control-ltd-itrn-ceo-eyal-sheratzky-q3-2018-results-earnings-call-transcript"" sasource=""earnings-center-transcripts_article"">Ituran Location and Control Ltd. (ITRN) CEO Eyal Sheratzky on Q3 2018 Results - Earnings Call Transcript</a>"
month,11
quarter,Q3
symbol,ITRN
year,18
