type,name
Executives,Jill Calcaterra - Executive Vice President
Executives,Chris McGurk - Chairman and Chief Executive Officer
Executives,Jeffrey Edell - Chief Financial Officer
Executives,"Gary Loffredo - President of Digital Cinema, General Counsel and Secretary"
Analysts,Barry Sine - Dawson James
Analysts,Lisa Thompson - Zacks Investment
Analysts,Austin Moldow - Canaccord
