type,name
Executives,Paige Bombino - Vice President of Investor Relations
Executives,Jure Sola - Executive Chairman of the Board
Executives,David Anderson - Chief Financial Officer
Executives,Michael Clarke - Chief Executive Officer
Analysts,Sean Hannan - Needham & Company
Analysts,Ruplu Bhattacharya - Bank of America Merrill Lynch
Analysts,Jim Suva - Citigroup
Analysts,Christian Schwab - Craig-Hallum Capital Group LLC
