type,name
Executives,"Scott Gayton - CFO, Teekay Gas Group"
Executives,Mark Kremin - President & CEO
Analysts,Michael Webber - Wells Fargo Securities
Analysts,Chris Robertson - Jefferies
Analysts,Fotis Giannakoulis - Morgan Stanley
Analysts,Chris Snyder - Deutsche Bank
Analysts,Noah Parquette - JP Morgan
