type,name
Executives,Christian Arnell - Investor Relations
Executives,Zheng Huang - Chairman and Chief Executive Officer
Executives,Tian Xu - Vice President of Finance
Analysts,Thomas Chong - Credit Suisse
Analysts,Piyush Mubayi - Goldman Sachs
Analysts,Alicia Yap - Citigroup
Analysts,Natalie Wu - CICC
Analysts,Joyce Ju - Merrill Lynch
Analysts,Binnie Wong - HSBC
Analysts,Nicky Ge - China Renaissance
