company,"John Wiley & Sons, Inc."
symbol,JW.A
month,6
day,11
year,19
link,"<a class=""dashboard-article-link"" href=""/article/4269667-john-wiley-and-sons-inc-jw-ceo-brian-napack-q4-2019-results-earnings-call-transcript"" sasource=""earnings-center-transcripts_article"">John Wiley &amp; Sons, Inc. (JW.A) CEO Brian Napack on Q4 2019 Results - Earnings Call Transcript</a>"
