type,name
Executives,Lei Song - Investor Relations
Executives,"Shaoyun Han - Founder, Chairman and CEO"
Executives,Dennis Yang - CFO
Analysts,Mariana Kou - CLSA
Analysts,Alex Xie - Credit Suisse
Analysts,Johnny Wong - Jefferies
