type,name
Executives,Sebastian Liu - IR Director
Executives,Kangping Chen - CEO
Executives,Haiyun Cao - CFO
Executives,"Gener Miao - VP, Global of Sales"
Analysts,Maheep Mandloi - Credit Suisse
Analysts,Philip Shen - Roth Capital Partners
Analysts,Scott Chui - Citigroup
