company,iClick Interactive Asia Group Ltd.
symbol,ICLK
month,5
day,29
year,19
quarter,Q1
link,"<a class=""dashboard-article-link"" href=""/article/4267041-iclick-interactive-asia-group-ltd-iclk-ceo-sammy-hsieh-q1-2019-results-earnings-call"" sasource=""earnings-center-transcripts_article"">iClick Interactive Asia Group Ltd. (ICLK) CEO Sammy Hsieh on Q1 2019 Results - Earnings Call Transcript</a>"
