company,Boardwalk Real Estate Investment Trust
day,14
link,"<a class=""dashboard-article-link"" href=""/article/4222719-boardwalk-real-estate-investment-trust-bowff-ceo-sam-kolias-q3-2018-results-earnings-call"" sasource=""earnings-center-transcripts_article"">Boardwalk Real Estate Investment Trust (BOWFF) CEO Sam Kolias on Q3 2018 Results - Earnings Call Transcript</a>"
month,11
quarter,Q3
symbol,BOWFF
year,18
