type,name
Executives,Alex Bauer – Executive Director-Investor Relations
Executives,Burton M. Goldfield – President and Chief Executive Officer
Executives,Richard Beckert – Chief Financial Officer
Analysts,Tien-Tsin Huang – JPMorgan
Analysts,David Grossman – Stifel Financial
Analysts,Tim McHugh – William Blair
Analysts,Kevin McVeigh – Credit Suisse
