type,name
Executives,"Will O’Connor - Investor Contact, Stern Investor Relations, Inc."
Executives,Angelos Stergiou - President and Chief Executive Officer
Executives,Gene Mack - Chief Financial Officer
Analysts,Hartaj Singh - Oppenheimer & Co.
Analysts,Caroline Palomeque - Maxim Group
