company,"SELLAS Life Sciences Group, Inc."
day,8
link,"<a class=""dashboard-article-link"" href=""/article/4222542-sellas-life-sciences-group-inc-sls-ceo-angelos-stergiou-q3-2018-results-earnings-call"" sasource=""earnings-center-transcripts_article"">SELLAS Life Sciences Group, Inc. (SLS) CEO Angelos Stergiou on Q3 2018 Results - Earnings Call Transcript</a>"
month,11
quarter,Q3
symbol,SLS
year,18
