company,The Bank of Nova Scotia
symbol,BNS
month,5
day,28
year,19
link,"<a class=""dashboard-article-link"" href=""/article/4266860-bank-nova-scotia-bns-ceo-brian-porter-q2-2019-results-earnings-call-transcript"" sasource=""earnings-center-transcripts_article"">The Bank of Nova Scotia (BNS) CEO Brian Porter on Q2 2019 Results - Earnings Call Transcript</a>"
