type,name
Executives,Johnny Ek - Corporate Controller
Executives,Hany Massarany - President & CEO
Executives,Scott Mendel - CFO
Analysts,Mark Massaro - Canaccord
Analysts,Doug Schenkel - Cowen
Analysts,Tycho Peterson - JPMorgan
Analysts,Derik De Bruin - Bank of America
Analysts,Mike Matson - Needham & Company
