type,name
Executives,Rene Vanguestaine – Investor Relations
Executives,Michael Yao – Chairman and Chief Executive Officer
Executives,Zhou Hao – Chief Financial Officer
Analysts,Thomas Chong – Credit Suisse
Analysts,Hillman Chan – Citi
Analysts,Wendy Huang – Macquarie
Analysts,Tian Hou – TH Capital
Analysts,Natalie Wu – CICC
