type,name
Executives,Brandi Piacente - Investor Relations
Executives,"William Ding - Founder, Chief Executive Officer and Director"
Executives,Charles Yang - Chief Financial Officer
Analysts,Thomas Chong - Credit Suisse
Analysts,Eddie Leung - Merrill Lynch
Analysts,Alicia Yap - Citi
Analysts,Jialong Shi - Nomura Securities
Analysts,Natalie Wu - CICC
