company,PennantPark Floating Rate Capital Ltd
day,19
link,"<a class=""dashboard-article-link"" href=""/article/4222622-pennantpark-floating-rate-capital-ltd-pflt-ceo-art-penn-q4-2018-results-earnings-call"" sasource=""earnings-center-transcripts_article"">PennantPark Floating Rate Capital Ltd (PFLT) CEO Art Penn on Q4 2018 Results - Earnings Call Transcript</a>"
month,10
symbol,PFLT
year,18
