type,name
Executives,Paula Conde - IR Officer
Executives,Martin Migoya - CEO
Executives,Juan Urthiague - CFO
Executives,Alejandro Scannapieco - EVP and General Manager of U.S. East Region
Analysts,Tien-Tsin Huang - J.P. Morgan
Analysts,Margaret Nolan - William Blair
Analysts,Avishai Kantor - Cowen
Analysts,Joseph Foresi - Cantor Fitzgerald
