company,"Heidrick & Struggles International, Inc."
symbol,HSII
month,10
day,19
year,18
quarter,Q3
link,"<a class=""dashboard-article-link"" href=""/article/4215635-heidrick-and-struggles-international-inc-hsii-ceo-krishnan-rajagopalan-q3-2018-results"" sasource=""earnings-center-transcripts_article"">Heidrick &amp; Struggles International, Inc. (HSII) CEO Krishnan Rajagopalan on Q3 2018 Results - Earnings Call Transcript</a>"
