company,"Cracker Barrel Old Country Store, Inc."
symbol,CBRL
month,6
day,4
year,19
link,"<a class=""dashboard-article-link"" href=""/article/4268262-cracker-barrel-old-country-store-inc-cbrl-ceo-sandy-cochran-q3-2019-results-earnings-call"" sasource=""earnings-center-transcripts_article"">Cracker Barrel Old Country Store, Inc. (CBRL) CEO Sandy Cochran on Q3 2019 Results - Earnings Call Transcript</a>"
