type,name
Executives,"Randy Smallwood - President, Chief Executive Officer"
Executives,"Gary Brown - Senior Vice President, Chief Financial Officer"
Executives,"Curt Bernardi - Senior Vice President, Legal"
Executives,"Rory Quinn - Director, Investor Relations"
Analysts,Ralph Profiti - Eight Capital
Analysts,John Tumazos - John Tumazos’ Very Independent
Analysts,Michael Fairbairn - Canaccord Genuity
Analysts,Michael Gray - Macquarie
Analysts,Dan Rollins - RBC Capital Markets
