type,name
Executives,Kenny Lam - President
Executives,Jingbo Wang - CEO
Executives,Shang Yan Chuang - CFO
Analysts,Katherine Lee - JP Morgan
Analysts,Xue Yuan - CICC
Analysts,Edward Du - Deutsche Bank
Analysts,Daphne Poon - Citi
