company,The J. M. Smucker Company's
symbol,SJM
month,6
day,6
year,19
link,"<a class=""dashboard-article-link"" href=""/article/4268819-j-m-smucker-companys-sjm-ceo-mark-smucker-q4-2019-results-earnings-call-transcript"" sasource=""earnings-center-transcripts_article"">The J. M. Smucker Company's (SJM) CEO Mark Smucker on Q4 2019 Results - Earnings Call Transcript</a>"
