company,"Barnes & Noble Education, Inc."
symbol,BNED
month,6
day,25
year,19
link,"<a class=""dashboard-article-link"" href=""/article/4272073-barnes-and-noble-education-inc-bned-ceo-mike-huseby-q4-2019-results-earnings-call-transcript"" sasource=""earnings-center-transcripts_article"">Barnes &amp; Noble Education, Inc. (BNED) CEO Mike Huseby on Q4 2019 Results - Earnings Call Transcript</a>"
