company,Booz Allen Hamilton Holding Corporation
symbol,BAH
month,5
day,28
year,19
link,"<a class=""dashboard-article-link"" href=""/article/4266853-booz-allen-hamilton-holding-corporation-bah-ceo-horacio-rozanski-q4-2019-results-earnings"" sasource=""earnings-center-transcripts_article"">Booz Allen Hamilton Holding Corporation (BAH) CEO Horacio Rozanski on Q4 2019 Results - Earnings Call Transcript</a>"
