type,name
Executives,"Dhruv Shringi - Co-Founder, CEO & Director"
Executives,Alok Vaish - CFO
Executives,Manish Hemrajani - Head of IR and VP
Analysts,Jed Kelly - Oppenheimer & Co.
Analysts,Jon Hickman - Ladenburg Thalmann
