company,International Business Machines Corporation
symbol,IBM
month,4
day,16
year,19
quarter,Q1
link,"<a class=""dashboard-article-link"" href=""/article/4254826-international-business-machines-corporation-ibm-q1-2019-results-earnings-call-transcript"" sasource=""earnings-center-transcripts_article"">International Business Machines Corporation (IBM) Q1 2019 Results - Earnings Call Transcript</a>"
