type,name
Executives,Christine Ourmières-Widener - Chief Executive Officer
Executives,Ian Milne - Chief Financial Officer
Analysts,Gerald Khoo - Liberum Capital Limited
Analysts,Kathryn Leonard - Numis Securities
Analysts,Andrew Lobbenberg - HSBC
