type,name
Executives,Ehud Helft - Investor Relations
Executives,Bezhalel Machlis - President and Chief Executive Officer
Executives,Joseph Gaspar - Executive Vice President and Chief Financial Officer
Analysts,Pete Skibitski - Alembic Global
