company,"Jack in the Box, Inc."
day,16
link,"<a class=""dashboard-article-link"" href=""/article/4223708-jack-box-inc-jack-ceo-leonard-comma-q4-2018-results-earnings-call-transcript"" sasource=""earnings-center-transcripts_article"">Jack in the Box, Inc. (JACK) CEO Leonard Comma on Q4 2018 Results - Earnings Call Transcript</a>"
month,11
quarter,Q4
symbol,JACK
year,18
