type,name
Executives,"Andrew Arnovitz - VP, Strategy and IR"
Executives,Marc Parent - President and CEO
Executives,"Sonya Branco - VP, Finance and CFO"
Analysts,Fadi Chamoun - BMO Capital Markets
Analysts,Kevin Chiang - CIBC
Analysts,Cameron Doerksen - National Bank Financial
Analysts,Turan Quettawala - Scotiabank
Analysts,Benoit Poirier - Desjardins Capital Markets
Analysts,Tim James - TD Securities
