company,"Ollie's Bargain Outlet Holdings, Inc.'s"
symbol,OLLI
month,6
day,6
year,19
link,"<a class=""dashboard-article-link"" href=""/article/4268915-ollies-bargain-outlet-holdings-inc-s-olli-ceo-mark-butler-q1-2019-results-earnings-call"" sasource=""earnings-center-transcripts_article"">Ollie's Bargain Outlet Holdings, Inc.'s (OLLI) CEO Mark Butler on Q1 2019 Results - Earnings Call Transcript</a>"
