company,"Chicken Soup for the Soul Entertainment, Inc."
day,14
link,"<a class=""dashboard-article-link"" href=""/article/4223383-chicken-soup-soul-entertainment-inc-csse-ceo-william-rouhana-q3-2018-results-earnings-call"" sasource=""earnings-center-transcripts_article"">Chicken Soup for the Soul Entertainment, Inc. (CSSE) CEO William Rouhana on Q3 2018 Results - Earnings Call Transcript</a>"
month,11
quarter,Q3
symbol,CSSE
year,18
