type,name
Executives,Peter Kimpel - CFO
Executives,Oliver Samwer - CEO
Analysts,Marcus Diebel - JP Morgan
Analysts,Sarah Simon - Berenberg
Analysts,Nizla Naizer - Deutsche Bank
