company,China Distance Education Holdings Limited
day,8
link,"<a class=""dashboard-article-link"" href=""/article/4223879-china-distance-education-holdings-limited-dl-ceo-zhengdong-zhu-q4-2018-results-earnings-call"" sasource=""earnings-center-transcripts_article"">China Distance Education Holdings Limited (DL) CEO Zhengdong Zhu on Q4 2018 Results - Earnings Call Transcript</a>"
month,11
quarter,Q4
symbol,DL
year,18
