type,name
Executives,Darren Jameson - IR
Executives,Phil Aspin - Group Controller
Executives,Steve Mogford - CEO and Director
Analysts,Chris Laybutt - JPMorgan
Analysts,James Brand - Deutsche Bank
Analysts,Fraser McLaren - Bank of America Merrill Lynch
Analysts,Iain Turner - Exane
