type,name
Executives,Jennifer Zhang - Investor Relations
Executives,"Yue Tang - Founder, Chief Executive Officer and Chairman"
Executives,Jie Zhang - Chief Financial Officer
Executives,Shaoyong Cheng - President
Analysts,Jacky Zuo - Deutsche Bank
Analysts,John Cai - Morgan Stanley
Analysts,Michelle Lee - AMTD
